recordID,scientificName,reportedTaxon,species,kingdom,phylum,class,order,family,taxonRank,isHybrid,country,countryCode_alpha2,countryCode_alpha3,habitat,occurrenceStatus,establishmentMeans,isInvasive
59175,Medicago arborea L.,Medicago arborea L.,Medicago arborea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59211,Medicago intertexta Mill.,Medicago intertexta Mill.,Medicago intertexta,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59220,Medicago laciniata Mill.,Medicago laciniata Mill.,Medicago laciniata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59231,Medicago littoralis Loisel.,Medicago littoralis Loisel.,Medicago littoralis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59238,Medicago lupulina L.,Medicago lupulina L.,Medicago lupulina,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59261,Medicago minima (L.) L.,Medicago minima (L.) L.,Medicago minima,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59277,Medicago monspeliaca Trautv.,Medicago monspeliaca Trautv.,Medicago monspeliaca,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59285,Medicago orbicularis (L.) Bartal.,Medicago orbicularis (L.) Bartal.,Medicago orbicularis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59297,Medicago polymorpha L.,Medicago polymorpha L.,Medicago polymorpha,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59338,Medicago praecox DC.,Medicago praecox DC.,Medicago praecox,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59355,Medicago rugosa Desr.,Medicago rugosa Desr.,Medicago rugosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59360,Medicago sativa L.,Medicago sativa L.,Medicago sativa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59425,Medicago scutellata (L.) Mill.,Medicago scutellata (L.) Mill.,Medicago scutellata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
59434,Medicago truncatula Gaertn.,Medicago truncatula Gaertn.,Medicago truncatula,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
60003,Melilotus albus Medik.,Melilotus albus Medik.,Melilotus albus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
60045,Melilotus indicus (L.) All.,Melilotus indicus (L.) All.,Melilotus indicus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
60090,Melilotus officinalis Pall.,Melilotus officinalis Pall.,Melilotus officinalis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
61252,Mimosa diplotricha C.Wright ex Sauvalle,Mimosa diplotricha C.Wright ex Sauvalle,Mimosa diplotricha,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
61294,Mimosa diplotricha var. diplotricha,Mimosa diplotricha var. diplotricha,Mimosa diplotricha,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,VARIETY,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
61306,Mimosa pigra L.,Mimosa pigra L.,Mimosa pigra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
61376,Mimosa pudica L.,Mimosa pudica L.,Mimosa pudica,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
61446,Mimosa rubicaulis Lam.,Mimosa rubicaulis Lam.,Mimosa rubicaulis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
62476,Mucuna pruriens (L.) DC.,Mucuna pruriens (L.) DC.,Mucuna pruriens,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
63986,Neonotonia wightii (Arn.) J.A.Lackey,Neonotonia wightii (Arn.) J.A.Lackey,Neonotonia wightii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
64172,Neptunia oleracea Lour.,Neptunia oleracea Lour.,Neptunia oleracea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
64179,Neptunia plena (L.) Benth.,Neptunia plena (L.) Benth.,Neptunia plena,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
66331,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,Onobrychis viciifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
66361,Ononis alopecuroides L.,Ononis alopecuroides L.,Ononis alopecuroides,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
66378,Ononis spinosa L.,Ononis spinosa L.,Ononis spinosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
67356,Ornithopus compressus L.,Ornithopus compressus L.,Ornithopus compressus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
67368,Ornithopus perpusillus L.,Ornithopus perpusillus L.,Ornithopus perpusillus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
67376,Ornithopus pinnatus (Mill.) Druce,Ornithopus pinnatus (Mill.) Druce,Ornithopus pinnatus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
67380,Ornithopus sativus Brot.,Ornithopus sativus Brot.,Ornithopus sativus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
68488,Pachyrhizus erosus (L.) Urb.,Pachyrhizus erosus (L.) Urb.,Pachyrhizus erosus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
69673,Parkia biglobosa (Jacq.) R.Br. ex G.Don,Parkia biglobosa (Jacq.) R.Br. ex G.Don,Parkia biglobosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
69678,Parkinsonia aculeata L.,Parkinsonia aculeata L.,Parkinsonia aculeata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
72356,Phaseolus lunatus L.,Phaseolus lunatus L.,Phaseolus lunatus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
74975,Pisum sativum L.,Pisum sativum L.,Pisum sativum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
75019,Pithecellobium dulce (Roxb.) Benth.,Pithecellobium dulce (Roxb.) Benth.,Pithecellobium dulce,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
76037,Podalyria sericea R.Br.,Podalyria sericea R.Br.,Podalyria sericea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
77997,Prosopis glandulosa Torr.,Prosopis glandulosa Torr.,Prosopis glandulosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
78013,Prosopis glandulosa x velutina,Prosopis glandulosa x velutina,Prosopis glandulosa x velutina,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,TRUE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
78018,Prosopis juliflora (Sw.) DC.,Prosopis juliflora (Sw.) DC.,Prosopis juliflora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
78088,Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth,Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth,Prosopis pallida,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
78111,Prosopis velutina Wooton,Prosopis velutina Wooton,Prosopis velutina,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,INVASIVE
79250,Psoralea pinnata L.,Psoralea pinnata L.,Psoralea pinnata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
79374,Pterocarpus indicus Willd.,Pterocarpus indicus Willd.,Pterocarpus indicus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
79685,Pueraria montana (Lour.) Merr.,Pueraria montana (Lour.) Merr.,Pueraria montana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
79695,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,VARIETY,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
79723,Pueraria phaseoloides Benth.,Pueraria phaseoloides Benth.,Pueraria phaseoloides,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
81162,Retama monosperma (L.) Boiss.,Retama monosperma (L.) Boiss.,Retama monosperma,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
81169,Retama raetam Webb & Berthel.,Retama raetam Webb & Berthel.,Retama raetam,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
82135,Robinia pseudoacacia L.,Robinia pseudoacacia L.,Robinia pseudoacacia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
85681,Schotia brachypetala Sond.,Schotia brachypetala Sond.,Schotia brachypetala,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86180,Securigera varia (L.) Lassen,Securigera varia (L.) Lassen,Securigera varia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
1827,Senegalia rugata Britton & Rose,Acacia sinuata (Lour.) Merr.,Senegalia rugata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86690,Senna alata (L.) Roxb.,Senna alata (L.) Roxb.,Senna alata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86754,Senna bicapsularis (L.) Roxb.,Senna bicapsularis (L.) Roxb.,Senna bicapsularis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86766,Senna corymbosa (Lam.) H.S.Irwin & Barneby,Senna corymbosa (Lam.) H.S.Irwin & Barneby,Senna corymbosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86773,Senna didymobotrya (Fresen.) H.S.Irwin & Barneby,Senna didymobotrya (Fresen.) H.S.Irwin & Barneby,Senna didymobotrya,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86794,Senna hirsuta (L.) H.S.Irwin & Barneby,Senna hirsuta (L.) H.S.Irwin & Barneby,Senna hirsuta,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86830,Senna multiglandulosa (Jacq.) H.S.Irwin & Barneby,Senna multiglandulosa (Jacq.) H.S.Irwin & Barneby,Senna multiglandulosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86837,Senna multijuga (Rich.) H.S.Irwin & Barneby,Senna multijuga (Rich.) H.S.Irwin & Barneby,Senna multijuga,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86845,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86897,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,Senna occidentalis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86982,Senna pendula (Willd.) H.S.Irwin & Barneby,Senna pendula (Willd.) H.S.Irwin & Barneby,Senna pendula,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86987,Senna pendula var. glabrata (Vogel) H.S.Irwin & Barneby,Senna pendula var. glabrata (Vogel) H.S.Irwin & Barneby,Senna pendula,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,VARIETY,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
86998,Senna septemtrionalis (Viv.) H.S.Irwin & Barneby,Senna septemtrionalis (Viv.) H.S.Irwin & Barneby,Senna septemtrionalis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
87035,Senna siamea (Lamarck) H.S.Irwin & Barneby,Senna siamea (Lamarck) H.S.Irwin & Barneby,Senna siamea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
87111,Senna spectabilis (DC.) H.S.Irwin & Barneby,Senna spectabilis (DC.) H.S.Irwin & Barneby,Senna spectabilis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
87160,Senna tora (L.) Roxb.,Senna tora (L.) Roxb.,Senna tora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
87368,Sesbania punicea Benth.,Sesbania punicea Benth.,Sesbania punicea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
88605,Sindora supa Merr.,Sindora supa Merr.,Sindora supa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
90617,Spartium junceum L.,Spartium junceum L.,Spartium junceum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
92551,Stylosanthes guianensis Sw.,Stylosanthes guianensis Sw.,Stylosanthes guianensis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
92568,Stylosanthes hamata (L.) Taub.,Stylosanthes hamata (L.) Taub.,Stylosanthes hamata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
92573,Stylosanthes humilis Kunth,Stylosanthes humilis Kunth,Stylosanthes humilis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
92584,Stylosanthes scabra Vogel,Stylosanthes scabra Vogel,Stylosanthes scabra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
92585,Stylosanthes viscosa (L.) Sw.,Stylosanthes viscosa (L.) Sw.,Stylosanthes viscosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
93787,Tamarindus indica L.,Tamarindus indica L.,Tamarindus indica,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94493,Tephrosia candida DC.,Tephrosia candida DC.,Tephrosia candida,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94520,Tephrosia glomeruliflora Meisn.,Tephrosia glomeruliflora Meisn.,Tephrosia glomeruliflora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94521,Tephrosia grandiflora (L'Her. ex Aiton) Pers.,Tephrosia grandiflora (L'Her. ex Aiton) Pers.,Tephrosia grandiflora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94522,Tephrosia inandensis H.M.L.Forbes,Tephrosia inandensis H.M.L.Forbes,Tephrosia inandensis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94525,Tephrosia nana Kotschy ex Schweinf.,Tephrosia nana Kotschy ex Schweinf.,Tephrosia nana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94526,Tephrosia noctiflora Baker,Tephrosia noctiflora Baker,Tephrosia noctiflora,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94542,Tephrosia tinctoria Pers.,Tephrosia tinctoria Pers.,Tephrosia tinctoria,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94545,Tephrosia vogelii Hook.f.,Tephrosia vogelii Hook.f.,Tephrosia vogelii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
94558,Teramnus labialis (L.f.) Spreng.,Teramnus labialis (L.f.) Spreng.,Teramnus labialis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
95770,Tipuana tipu (Benth.) Kuntze,Tipuana tipu (Benth.) Kuntze,Tipuana tipu,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96878,Trifolium alexandrinum L.,Trifolium alexandrinum L.,Trifolium alexandrinum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96894,Trifolium ambiguum M.Bieb.,Trifolium ambiguum M.Bieb.,Trifolium ambiguum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96901,Trifolium angustifolium L.,Trifolium angustifolium L.,Trifolium angustifolium,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96917,Trifolium arvense L.,Trifolium arvense L.,Trifolium arvense,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96941,Trifolium campestre Schreb.,Trifolium campestre Schreb.,Trifolium campestre,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96953,Trifolium cernuum Brot.,Trifolium cernuum Brot.,Trifolium cernuum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96958,Trifolium cherleri L.,Trifolium cherleri L.,Trifolium cherleri,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96970,Trifolium dubium Sibth.,Trifolium dubium Sibth.,Trifolium dubium,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
96998,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97005,Trifolium globosum L.,Trifolium globosum L.,Trifolium globosum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97007,Trifolium glomeratum L.,Trifolium glomeratum L.,Trifolium glomeratum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97017,Trifolium hirtum All.,Trifolium hirtum All.,Trifolium hirtum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97024,Trifolium hybridum L.,Trifolium hybridum L.,Trifolium hybridum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97055,Trifolium incarnatum L.,Trifolium incarnatum L.,Trifolium incarnatum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97086,Trifolium lappaceum L.,Trifolium lappaceum L.,Trifolium lappaceum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97093,Trifolium ligusticum Loisel.,Trifolium ligusticum Loisel.,Trifolium ligusticum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
97096,Trifolium medium L.,Trifolium medium L.,Trifolium medium,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,FALSE,Australia,AU,AUS,TERRESTRIAL,PRESENT,ALIEN,NULL
