EPBC_list,scientific_name,common_name,conservation_status,date_effective
flora,Eucalyptus articulata,Ponton Creek Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus beaniana,Bean's Ironbark,Vulnerable,16-Jul-00
flora,Eucalyptus beardiana,Beard's Mallee,Vulnerable,14-May-13
flora,Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",Vulnerable,16-Jul-00
flora,Eucalyptus cadens,Warby Range Swamp Gum,Vulnerable,16-Jul-00
flora,Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,Vulnerable,16-Jul-00
flora,Eucalyptus camfieldii,Camfield's Stringybark,Vulnerable,16-Jul-00
flora,Eucalyptus ceracea,Seppelt Range Gum,Vulnerable,16-Jul-00
flora,Eucalyptus coronata,Crowned Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus crispata,Yandanooka Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus crucis subsp. crucis,Silver Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus glaucina,Slaty Red Gum,Vulnerable,16-Jul-00
flora,Eucalyptus hallii,Goodwood Gum,Vulnerable,16-Jul-00
flora,Eucalyptus infera,Durikai Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus johnsoniana,Johnson's Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus kabiana,Mount Beerwah Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus kartzoffiana,Araluen Gum,Vulnerable,16-Jul-00
flora,Eucalyptus langleyi,Albatross Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus lateritica,Laterite Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus mckieana,McKie's Stringybark,Vulnerable,16-Jul-00
flora,Eucalyptus merrickiae,Goblet Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus mooreana,"Mountain White Gum, King Leopold Range Mallee, Moore's Gum",Vulnerable,16-Jul-00
flora,Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Vulnerable,16-Jul-00
flora,Eucalyptus paedoglauca,Mt Stuart Ironbark,Vulnerable,16-Jul-00
flora,Eucalyptus parramattensis subsp. decadens,"Earp's Gum, Earp's Dirty Gum",Vulnerable,16-Jul-00
flora,Eucalyptus parvula,Small-leaved Gum,Vulnerable,16-Jul-00
flora,Eucalyptus platydisca,Jimberlana Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus pulverulenta,"Silver-leaved Mountain Gum, Silver-leaved Gum",Vulnerable,16-Jul-00
flora,Eucalyptus pumila,Pokolbin Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus raveretiana,Black Ironbox,Vulnerable,16-Jul-00
flora,Eucalyptus rhodantha,Rose Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Vulnerable,16-Jul-00
flora,Eucalyptus rubida subsp. barbigerorum,Blackbutt Candlebark,Vulnerable,16-Jul-00
flora,Eucalyptus scoparia,Wallangarra White Gum,Vulnerable,16-Jul-00
flora,Eucalyptus steedmanii,Steedmans Gum,Vulnerable,16-Jul-00
flora,Eucalyptus strzeleckii,Strzelecki Gum,Vulnerable,16-Jul-00
flora,Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",Vulnerable,16-Jul-00
flora,Eucalyptus synandra,Jingymia Mallee,Vulnerable,16-Jul-00
flora,Eucalyptus tetrapleura,Square-fruited Ironbark,Vulnerable,16-Jul-00
flora,Eucalyptus virens,,Vulnerable,16-Jul-00
flora,Eucryphia wilkiei,,Vulnerable,16-Jul-00
flora,Euphorbia carissoides,,Vulnerable,16-Jul-00
flora,Euphorbia obliqua,a herb,Vulnerable,25-Nov-03
flora,Euphrasia amphisysepala,Shiny Cliff Eyebright,Vulnerable,16-Jul-00
flora,Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",Vulnerable,16-Jul-00
flora,Euphrasia bowdeniae,,Vulnerable,16-Jul-00
flora,Euphrasia crassiuscula subsp. glandulifera,Thick Eyebright,Vulnerable,16-Jul-00
flora,Euphrasia eichleri,Bogong Eyebright,Vulnerable,16-Jul-00
flora,Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Vulnerable,16-Jul-00
flora,Floydia praealta,"Ball Nut, Possum Nut, Big Nut, Beefwood",Vulnerable,16-Jul-00
flora,Fontainea australis,Southern Fontainea,Vulnerable,16-Jul-00
flora,Fontainea rostrata,,Vulnerable,16-Jul-00
flora,Fontainea venosa,,Vulnerable,16-Jul-00
flora,Gardenia psidioides,Hann Gardenia,Vulnerable,16-Jul-00
flora,Gastrolobium appressum,Scale-leaf Poison,Vulnerable,16-Jul-00
flora,Gastrolobium lehmannii,Cranbrook Pea,Vulnerable,18-Aug-06
flora,Gastrolobium modestum,Broad-leaved Gastrolobium,Vulnerable,16-Jul-00
flora,Genoplesium vernale,East Lynne Midge-orchid,Vulnerable,4-Oct-01
flora,Gentiana wissmannii,New England Gentian,Vulnerable,16-Jul-00
flora,Germainia capitata,,Vulnerable,16-Jul-00
flora,Glycine latrobeana,"Clover Glycine, Purple Clover",Vulnerable,16-Jul-00
flora,Goodenia integerrima,Gypsum Goodenia,Vulnerable,16-Jul-00
flora,Goodenia quadrifida,,Vulnerable,16-Jul-00
flora,Graptophyllum ilicifolium,"Holly-leaved Graptophyllum, Mt Blackwood Holly",Vulnerable,16-Jul-00
flora,Grevillea banyabba,,Vulnerable,16-Jul-00
flora,Grevillea bedggoodiana,Enfield Grevillea,Vulnerable,16-Jul-00
flora,Grevillea brachystylis subsp. australis,,Vulnerable,16-Jul-00
flora,Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",Vulnerable,16-Jul-00
flora,Grevillea elongata,Ironstone Grevillea,Vulnerable,16-Jul-00
flora,Grevillea evansiana,,Vulnerable,16-Jul-00
flora,Grevillea flexuosa,Zig Zag Grevillea,Vulnerable,16-Jul-00
flora,Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Vulnerable,16-Jul-00
flora,Grevillea glossadenia,,Vulnerable,16-Jul-00
flora,Grevillea infecunda,Anglesea Grevillea,Vulnerable,16-Jul-00
flora,Grevillea kennedyana,Flame Spider-flower,Vulnerable,16-Jul-00
flora,Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Vulnerable,16-Jul-00
flora,Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Vulnerable,16-Jul-00
flora,Grevillea quadricauda,,Vulnerable,16-Jul-00
flora,Grevillea raybrownii,,Vulnerable,25-Sep-20
flora,Grevillea rhizomatosa,,Vulnerable,16-Jul-00
flora,Grevillea scortechinii subsp. scortechinii,Black Grevillea,Vulnerable,16-Jul-00
flora,Grevillea shiressii,,Vulnerable,16-Jul-00
flora,Grevillea treueriana,"Mt Finke Grevillea, Scarlet Grevillea",Vulnerable,16-Jul-00
flora,Hakea aculeata,Column Hakea,Vulnerable,16-Jul-00
flora,Hakea archaeoides,,Vulnerable,16-Jul-00
flora,Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",Vulnerable,16-Jul-00
flora,Hakea maconochieana,,Vulnerable,16-Jul-00
flora,Hakea megalosperma,Lesueur Hakea,Vulnerable,16-Jul-00
flora,Hakea trineura,Three-veined Hakea,Vulnerable,16-Jul-00
flora,Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Vulnerable,16-Jul-00
flora,Haloragis exalata subsp. velutina,Tall Velvet Sea-berry,Vulnerable,16-Jul-00
flora,Helichrysum calvertianum,,Vulnerable,25-Sep-20
flora,Hensmania chapmanii,Chapman's Hensmania,Vulnerable,16-Jul-00
flora,Hexaspora pubescens,,Vulnerable,16-Jul-00
flora,Hibbertia crispula,Ooldea Guinea-flower,Vulnerable,16-Jul-00
flora,Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Vulnerable,16-Jul-00
flora,Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Vulnerable,16-Jul-00
flora,Hibbertia marginata,,Vulnerable,16-Jul-00
flora,Hibiscus brennanii,a shrub,Vulnerable,18-Aug-06
flora,Hibiscus cravenii,,Vulnerable,18-Aug-06
flora,Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,16-Jul-00
flora,Homopholis belsonii,Belson's Panic,Vulnerable,16-Jul-00
flora,Homoranthus darwinioides,,Vulnerable,16-Jul-00
flora,Homoranthus lunatus,,Vulnerable,16-Jul-00
flora,Homoranthus montanus,,Vulnerable,16-Jul-00
flora,Homoranthus porteri,,Vulnerable,16-Jul-00
flora,Homoranthus prolixus,,Vulnerable,16-Jul-00
flora,Hoya australis subsp. oramicola,a vine,Vulnerable,18-Aug-06
flora,Hydriastele costata,a palm,Vulnerable,16-Jul-00
flora,Hypocalymma longifolium,Long-leaved Myrtle,Vulnerable,26-Feb-13
flora,Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,25-Nov-03
flora,Ileostylus micranthus,Mistletoe,Vulnerable,25-Nov-03
flora,Isopogon fletcheri,Fletcher's Drumsticks,Vulnerable,16-Jul-00
flora,Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Vulnerable,16-Jul-00
flora,Kardomia granitica,a shrub,Vulnerable,16-Jul-00
flora,Kelleria bogongensis,Kelleria,Vulnerable,16-Jul-00
flora,Kennedia glabrata,Northcliffe Kennedia,Vulnerable,16-Jul-00
flora,Kennedia retrorsa,,Vulnerable,16-Jul-00
flora,Kunzea cambagei,,Vulnerable,16-Jul-00
flora,Kunzea ericifolia subsp. subulata,,Vulnerable,11-May-18
flora,Kunzea rupestris,,Vulnerable,16-Jul-00
flora,Lasiopetalum joyceae,,Vulnerable,16-Jul-00
flora,Lasiopetalum longistamineum,,Vulnerable,16-Jul-00
flora,Lastreopsis walleri,a fern,Vulnerable,16-Jul-00
flora,Lawrencia buchananensis,,Vulnerable,16-Jul-00
flora,Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,16-Jul-00
flora,Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,16-Jul-00
flora,Leionema obtusifolium,,Vulnerable,16-Jul-00
flora,Leionema ralstonii,,Vulnerable,16-Jul-00
flora,Leionema sympetalum,Rylstone Bell,Vulnerable,16-Jul-00
flora,Lepidium aschersonii,Spiny Pepper-cress,Vulnerable,16-Jul-00
flora,Lepidium ginninderrense,Ginninderra Peppercress,Vulnerable,28-Feb-05
flora,Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,16-Jul-00
flora,Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,16-Jul-00
flora,Leptospermum deanei,Deane's Tea-tree,Vulnerable,16-Jul-00
flora,Leptospermum thompsonii,Monga Tea-tree,Vulnerable,16-Jul-00
flora,Leucopogon exolasius,Woronora Beard-heath,Vulnerable,16-Jul-00
flora,Leucopogon sp. Ongerup (A.S. George 16682),,Vulnerable,15-Feb-18
flora,Limonium australe var. baudinii,Baudin's Sea-lavender,Vulnerable,13-Apr-05
flora,Limosella granitica,Granite Mudwort,Vulnerable,16-Jul-00
flora,Lindsaea pulchella var. blanda,,Vulnerable,16-Jul-00
flora,Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,16-Jul-00
flora,Lobelia gelida,,Vulnerable,16-Jul-00
flora,Logania diffusa,,Vulnerable,16-Jul-00
flora,Logania insularis,Kangaroo Island Logania,Vulnerable,16-Jul-00
flora,Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,16-Jul-00
flora,Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,16-Jul-00
flora,Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,16-Jul-00
flora,Macropteranthes montana,,Vulnerable,16-Jul-00
flora,Macrozamia conferta,,Vulnerable,16-Jul-00
flora,Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,16-Jul-00
flora,Macrozamia machinii,,Vulnerable,16-Jul-00
flora,Macrozamia occidua,,Vulnerable,16-Jul-00
flora,Macrozamia parcifolia,,Vulnerable,16-Jul-00
flora,Maireana cheelii,Chariot Wheels,Vulnerable,16-Jul-00
flora,Marsdenia brevifolia,,Vulnerable,16-Jul-00
flora,Marsdenia longiloba,Clear Milkvine,Vulnerable,16-Jul-00
flora,Marsdenia paludicola,,Vulnerable,16-Jul-00
flora,Medicosma elliptica,,Vulnerable,16-Jul-00
flora,Medicosma obovata,,Vulnerable,16-Jul-00
flora,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,16-Jul-00
flora,Melaleuca deanei,Deane's Melaleuca,Vulnerable,4-Apr-01
flora,Melaleuca kunzeoides,,Vulnerable,16-Jul-00
flora,Melicope littoralis,Shade Tree,Vulnerable,25-Nov-03
flora,Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,25-Nov-03
flora,Meryta angustifolia,a tree,Vulnerable,25-Nov-03
flora,Microcorys eremophiloides,Wongan Microcorys,Vulnerable,16-Jul-00
flora,Microlepidium alatum,,Vulnerable,16-Jul-00
flora,Micromyrtus blakelyi,,Vulnerable,16-Jul-00
flora,Micromyrtus minutiflora,,Vulnerable,16-Jul-00
flora,Microtis globula,South-Coast Mignonette Orchid,Vulnerable,16-Jul-00
flora,Minuria tridens,Minnie Daisy,Vulnerable,16-Jul-00
flora,Mitrella tiwiensis,a vine,Vulnerable,18-Aug-06
flora,Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,16-Jul-00
flora,Myriophyllum coronatum,,Vulnerable,16-Jul-00
flora,Myriophyllum porcatum,Ridged Water-milfoil,Vulnerable,16-Jul-00
flora,Myrmecodia beccarii,Ant Plant,Vulnerable,16-Jul-00
flora,Myrsine ralstoniae,Beech,Vulnerable,25-Nov-03
flora,Neisosperma kilneri,,Vulnerable,16-Jul-00
flora,Nematolepis frondosa,Leafy Nematolepis,Vulnerable,16-Jul-00
flora,Nematolepis rhytidophylla,,Vulnerable,16-Jul-00
flora,Nematolepis squamea subsp. coriacea,Harsh Nematolepis,Vulnerable,16-Jul-00
flora,Nematolepis wilsonii,Shiny Nematolepis,Vulnerable,16-Jul-00
flora,Neoastelia spectabilis,,Vulnerable,16-Jul-00
flora,Neoroepera buxifolia,,Vulnerable,16-Jul-00
flora,Newcastelia velutina,,Vulnerable,16-Jul-00
flora,Notelaea lloydii,Lloyd's Olive,Vulnerable,16-Jul-00
flora,Olax angulata,Minnie Waters Olax,Vulnerable,16-Jul-00
flora,Olearia astroloba,Marble Daisy-bush,Vulnerable,16-Jul-00
flora,Olearia cordata,,Vulnerable,16-Jul-00
flora,Olearia macdonnellensis,,Vulnerable,16-Jul-00
flora,Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,16-Jul-00
flora,Omphalea celata,,Vulnerable,16-Jul-00
flora,Oreogrammitis reinwardtii,,Vulnerable,16-Jul-00
flora,Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",Vulnerable,16-Jul-00
flora,Ozothamnus eriocephalus,,Vulnerable,16-Jul-00
flora,Ozothamnus reflexifolius,Reflexed Everlasting,Vulnerable,6-Jul-04
flora,Ozothamnus tesselatus,,Vulnerable,16-Jul-00
flora,Ozothamnus vagans,Wollumbin Dogwood,Vulnerable,16-Jul-00
flora,Parsonsia larcomensis,Mt Larcom Silk Pod,Vulnerable,16-Jul-00
flora,Paspalidium grandispiculatum,a grass,Vulnerable,16-Jul-00
flora,Persicaria elatior,"Knotweed, Tall Knotweed",Vulnerable,16-Jul-00
flora,Persoonia acerosa,Needle Geebung,Vulnerable,16-Jul-00
flora,Persoonia bargoensis,Bargo Geebung,Vulnerable,16-Jul-00
flora,Persoonia glaucescens,Mittagong Geebung,Vulnerable,16-Jul-00
flora,Persoonia marginata,Clandulla Geebung,Vulnerable,16-Jul-00
flora,Petrophile nivea,,Vulnerable,11-May-18
flora,Phaius pictus,,Vulnerable,16-Jul-00
flora,Phaleria biflora,,Vulnerable,16-Jul-00
flora,Phebalium glandulosum subsp. eglandulosum,Rusty Desert Phebalium,Vulnerable,16-Jul-00
flora,Phebalium lowanense,Lowan Phebalium,Vulnerable,16-Jul-00
flora,Phebalium whitei,,Vulnerable,16-Jul-00
flora,Phlegmariurus lockyeri,,Vulnerable,16-Jul-00
flora,Phlegmariurus marsupiiformis,Water Tassel-fern,Vulnerable,16-Jul-00
flora,Phlegmariurus tetrastichoides,Square Tassel Fern,Vulnerable,16-Jul-00
flora,Phyllota humifusa,Dwarf Phyllota,Vulnerable,16-Jul-00
flora,Picris evae,Hawkweed,Vulnerable,16-Jul-00
flora,Pimelea curviflora var. curviflora,,Vulnerable,16-Jul-00
flora,Pimelea leptospermoides,,Vulnerable,16-Jul-00
flora,Pimelea pagophila,Grampians Rice-flower,Vulnerable,16-Jul-00
flora,Pittosporum bracteolatum,Oleander,Vulnerable,25-Nov-03
flora,Pityrodia augustensis,Mt Augustus Foxglove,Vulnerable,16-Jul-00
flora,Plectranthus gratus,,Vulnerable,16-Jul-00
flora,Plectranthus leiperi,,Vulnerable,16-Jul-00
flora,Pleuropappus phyllocalymmeus = Angianthus phyllocalymmeus,Silver Candles,Vulnerable,16-Jul-00
flora,Plinthanthesis rodwayi,Budawangs Wallaby-grass,Vulnerable,16-Jul-00
flora,Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,16-Jul-00
flora,Polianthion minutiflorum,,Vulnerable,16-Jul-00
flora,Polyscias bellendenkerensis,,Vulnerable,16-Jul-00
flora,Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",Vulnerable,16-Jul-00
flora,Pomaderris clivicola,,Vulnerable,16-Jul-00
flora,Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Vulnerable,16-Jul-00
flora,Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,16-Jul-00
flora,Pomaderris pallida,Pale Pomaderris,Vulnerable,16-Jul-00
flora,Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,16-Jul-00
flora,Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Vulnerable,26-Feb-13
flora,Pomaderris sericea,Bent Pomaderris,Vulnerable,16-Jul-00
flora,Pomaderris subplicata,Concave Pomaderris,Vulnerable,16-Jul-00
flora,Poranthera petalifera,Mountain Poranthera,Vulnerable,16-Jul-00
flora,Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,16-Jul-00
flora,Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,16-Jul-00
flora,Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,16-Jul-00
flora,Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,16-Jul-00
flora,Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,16-Jul-00
flora,Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,16-Jul-00
flora,Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,16-Jul-00
flora,Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,16-Jul-00
flora,Prostanthera cineolifera,,Vulnerable,16-Jul-00
flora,Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,16-Jul-00
flora,Prostanthera densa,Villous Mintbush,Vulnerable,16-Jul-00
flora,Prostanthera discolor,,Vulnerable,16-Jul-00
flora,Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,16-Jul-00
flora,Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,16-Jul-00
flora,Prostanthera palustris,Swamp Mint-bush,Vulnerable,16-Jul-00
flora,Prostanthera schultzii,,Vulnerable,16-Jul-00
flora,Prostanthera sp. Dunmore (D.M.Gordon 8A),,Vulnerable,16-Jul-00
flora,Prostanthera spathulata,,Vulnerable,16-Jul-00
flora,Prostanthera staurophylla,a mint-bush,Vulnerable,16-Jul-00
flora,Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,16-Jul-00
flora,Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,16-Jul-00
flora,Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,16-Jul-00
flora,Pterostylis bicornis,,Vulnerable,16-Jul-00
flora,Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,16-Jul-00
flora,Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,16-Jul-00
flora,Pterostylis cucullata,Leafy Greenhood,Vulnerable,16-Jul-00
flora,Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,16-Jul-00
flora,Pterostylis pratensis,Liawenee Greenhood,Vulnerable,16-Oct-01
flora,Pterostylis pulchella,Pretty Greenhood,Vulnerable,16-Jul-00
flora,Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,16-Jul-00
flora,Pterostylis xerophila,Desert Greenhood,Vulnerable,16-Jul-00
flora,Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,26-Nov-08
flora,Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,16-Jul-00
flora,Ptychosema pusillum,Dwarf Pea,Vulnerable,16-Jul-00
flora,Pultenaea aristata,,Vulnerable,16-Jul-00
flora,Pultenaea baeuerlenii,Budawangs Bush-pea,Vulnerable,16-Jul-00
flora,Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,16-Jul-00
flora,Pultenaea parrisiae,,Vulnerable,16-Jul-00
flora,Pultenaea parviflora,,Vulnerable,16-Jul-00
flora,Pultenaea pauciflora,Narrogin Pea,Vulnerable,16-Jul-00
flora,Pultenaea setulosa,,Vulnerable,16-Jul-00
flora,Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,16-Jul-00
flora,Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,16-Jul-00
flora,Ranunculus anemoneus,Anemone Buttercup,Vulnerable,16-Jul-00
flora,Rhagodia acicularis,Wongan Rhagodia,Vulnerable,16-Jul-00
flora,Rhaphidospora bonneyana,,Vulnerable,16-Jul-00
flora,Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,16-Jul-00
flora,Rhinerrhizopsis matutina,,Vulnerable,16-Jul-00
flora,Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,16-Jul-00
flora,Ristantia gouldii,,Vulnerable,16-Jul-00
flora,Romnalda strobilacea,,Vulnerable,16-Jul-00
flora,Rutidosis heterogama,Heath Wrinklewort,Vulnerable,16-Jul-00
flora,Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,16-Jul-00
flora,Rytidosperma pumilum,Feldmark Grass,Vulnerable,16-Jul-00
flora,Samadera bidwillii,Quassia,Vulnerable,16-Jul-00
flora,Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,16-Jul-00
flora,Sannantha tozerensis,a shrub,Vulnerable,16-Jul-00
flora,Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,16-Jul-00
flora,Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,16-Jul-00
flora,Sarcochilus hirticalcar,,Vulnerable,16-Jul-00
flora,Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,16-Jul-00
flora,Sclerolaena blakei,,Vulnerable,16-Jul-00
flora,Sclerolaena walkeri,,Vulnerable,16-Jul-00
flora,Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,23-Feb-13
flora,Senecio australis,a daisy,Vulnerable,25-Nov-03
flora,Senecio hooglandii,a daisy,Vulnerable,25-Nov-03
flora,Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,16-Jul-00
flora,Senecio megaglossus,Superb Groundsel,Vulnerable,16-Jul-00
flora,Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,16-Jul-00
flora,Solanum dunalianum,,Vulnerable,16-Jul-00
flora,Solanum karsense,Menindee Nightshade,Vulnerable,16-Jul-00
flora,Sophora fraseri,,Vulnerable,16-Jul-00
flora,Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,16-Jul-00
flora,Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,16-Jul-00
flora,Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,16-Jul-00
flora,Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,18-Aug-06
flora,Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,16-Jul-00
flora,Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,26-Nov-08
flora,Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,16-Jul-00
flora,Styphelia perileuca,,Vulnerable,16-Jul-00
flora,Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,16-Jul-00
flora,Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,16-Jul-00
flora,Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,16-Jul-00
flora,Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,16-Jul-00
flora,Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,16-Jul-00
flora,Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,16-Jul-00
flora,Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,16-Jul-00
flora,Syzygium velarum,,Vulnerable,16-Jul-00
flora,Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,25-Nov-03
flora,Taraxacum cygnorum,Coast Dandelion,Vulnerable,16-Jul-00
flora,Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,16-Jul-00
flora,Tecticornia bulbosa,Large-articled Samphire,Vulnerable,16-Jul-00
flora,Tecticornia flabelliformis,Bead Glasswort,Vulnerable,16-Jul-00
flora,Tephrosia leveillei,,Vulnerable,16-Jul-00
flora,Tetraria australiensis,Southern Tetraria,Vulnerable,16-Jul-00
flora,Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,16-Jul-00
flora,Tetratheca harperi,Jackson Tetratheca,Vulnerable,16-Jul-00
flora,Tetratheca juncea,Black-eyed Susan,Vulnerable,16-Jul-00
flora,Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,16-Jul-00
flora,Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,16-Jul-00
flora,Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,16-Jul-00
flora,Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,16-Jul-00
flora,Thomasia glabripetala,Sandplain Thomasia,Vulnerable,16-Jul-00
flora,Thomasia montana,Hill Thomasia,Vulnerable,16-Jul-00
flora,Thryptomene wittweri,Mountain Thryptomene,Vulnerable,16-Jul-00
flora,Tmesipteris norfolkensis,Hanging Fork-fern,Vulnerable,25-Nov-03
flora,Tomophyllum walleri,,Vulnerable,16-Jul-00
flora,Tribonanthes purpurea,Granite Pink,Vulnerable,16-Jul-00
flora,Trichanthodium baracchianum,Dwarf Yellow-heads,Vulnerable,16-Jul-00
flora,Triplarina nitchaga,,Vulnerable,16-Jul-00
